id,name,input,compiler,threads,real,usr,sys,cores
973,ferret,simmedium,gcc-tbb,1,0m0.849s,0m1.243s,0m0.039s,2
974,ferret,simlarge,gcc-tbb,1,0m3.630s,0m6.424s,0m0.096s,2
975,ferret,native,gcc-tbb,1,4m49.692,6m24.279,0m0.938s,2
976,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.028s,0m0.005s,3
977,ferret,simsmall,gcc-tbb,1,0m0.272s,0m0.356s,0m0.015s,3
978,ferret,simmedium,gcc-tbb,1,0m0.790s,0m1.259s,0m0.034s,3
979,ferret,simlarge,gcc-tbb,1,0m3.169s,0m6.589s,0m0.102s,3
980,ferret,native,gcc-tbb,1,4m59.453,6m44.107,0m0.898s,3
981,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.029s,0m0.004s,4
982,ferret,simsmall,gcc-tbb,1,0m0.270s,0m0.351s,0m0.013s,4
983,ferret,simmedium,gcc-tbb,1,0m0.823s,0m1.336s,0m0.031s,4
984,ferret,simlarge,gcc-tbb,1,0m3.066s,0m6.328s,0m0.089s,4
985,ferret,native,gcc-tbb,1,4m54.718,6m26.453,0m0.855s,4
986,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.028s,0m0.005s,5
987,ferret,simsmall,gcc-tbb,1,0m0.262s,0m0.339s,0m0.014s,5
988,ferret,simmedium,gcc-tbb,1,0m0.855s,0m1.350s,0m0.042s,5
989,ferret,simlarge,gcc-tbb,1,0m3.197s,0m6.823s,0m0.115s,5
990,ferret,native,gcc-tbb,1,2m35.583,3m22.583,0m0.653s,5
991,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.029s,0m0.006s,6
992,ferret,simsmall,gcc-tbb,1,0m0.263s,0m0.348s,0m0.011s,6
993,ferret,simmedium,gcc-tbb,1,0m0.779s,0m1.277s,0m0.031s,6
994,ferret,simlarge,gcc-tbb,1,0m3.223s,0m6.652s,0m0.091s,6
995,ferret,native,gcc-tbb,1,4m54.141,6m28.518,0m0.987s,6
996,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.029s,0m0.005s,7
997,ferret,simsmall,gcc-tbb,1,0m0.266s,0m0.350s,0m0.014s,7
998,ferret,simmedium,gcc-tbb,1,0m0.780s,0m1.242s,0m0.040s,7
999,ferret,simlarge,gcc-tbb,1,0m3.148s,0m6.865s,0m0.099s,7
1000,ferret,native,gcc-tbb,1,4m52.518,6m21.517,0m0.938s,7
1001,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.032s,0m0.004s,8
1002,ferret,simsmall,gcc-tbb,1,0m0.261s,0m0.340s,0m0.016s,8
1003,ferret,simmedium,gcc-tbb,1,0m0.730s,0m1.165s,0m0.027s,8
1004,ferret,simlarge,gcc-tbb,1,0m3.105s,0m6.421s,0m0.111s,8
1005,ferret,native,gcc-tbb,1,4m55.336,6m27.842,0m0.875s,8
1006,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.029s,0m0.006s,9
1007,ferret,simsmall,gcc-tbb,1,0m0.261s,0m0.341s,0m0.014s,9
1008,ferret,simmedium,gcc-tbb,1,0m0.762s,0m1.255s,0m0.029s,9
1009,ferret,simlarge,gcc-tbb,1,0m3.015s,0m6.217s,0m0.095s,9
1010,ferret,native,gcc-tbb,1,4m48.296,6m19.186,0m0.808s,9
1011,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.028s,0m0.007s,10
1012,ferret,simsmall,gcc-tbb,1,0m0.262s,0m0.337s,0m0.016s,10
1013,ferret,simmedium,gcc-tbb,1,0m0.766s,0m1.247s,0m0.033s,10
1014,ferret,simlarge,gcc-tbb,1,0m2.980s,0m6.134s,0m0.094s,10
1015,ferret,native,gcc-tbb,1,4m45.909,6m14.592,0m0.841s,10
1016,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.027s,0m0.006s,11
1017,ferret,simsmall,gcc-tbb,1,0m0.263s,0m0.343s,0m0.013s,11
1018,ferret,simmedium,gcc-tbb,1,0m0.752s,0m1.178s,0m0.038s,11
1019,ferret,simlarge,gcc-tbb,1,0m2.999s,0m6.036s,0m0.098s,11
1020,ferret,native,gcc-tbb,1,4m54.524,6m20.562,0m0.919s,11
1021,ferret,simdev,gcc-tbb,1,0m0.021s,0m0.026s,0m0.007s,12
1022,ferret,simsmall,gcc-tbb,1,0m0.271s,0m0.355s,0m0.010s,12
1023,ferret,simmedium,gcc-tbb,1,0m0.724s,0m1.160s,0m0.032s,12
1024,ferret,simlarge,gcc-tbb,1,0m3.034s,0m6.016s,0m0.095s,12
1025,ferret,native,gcc-tbb,1,4m46.520,6m12.085,0m0.791s,12
1026,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.029s,0m0.005s,13
1027,ferret,simsmall,gcc-tbb,1,0m0.273s,0m0.354s,0m0.015s,13
1028,ferret,simmedium,gcc-tbb,1,0m0.765s,0m1.257s,0m0.030s,13
1029,ferret,simlarge,gcc-tbb,1,0m3.063s,0m6.341s,0m0.102s,13
1030,ferret,native,gcc-tbb,1,2m22.633,3m4.151s,0m0.700s,13
1031,ferret,simdev,gcc-tbb,1,0m0.021s,0m0.024s,0m0.008s,14
1032,ferret,simsmall,gcc-tbb,1,0m0.250s,0m0.330s,0m0.007s,14
1033,ferret,simmedium,gcc-tbb,1,0m0.793s,0m1.288s,0m0.043s,14
1034,ferret,simlarge,gcc-tbb,1,0m2.939s,0m6.031s,0m0.093s,14
1035,ferret,native,gcc-tbb,1,4m43.723,6m23.517,0m0.922s,14
1036,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.031s,0m0.002s,15
1037,ferret,simsmall,gcc-tbb,1,0m0.258s,0m0.340s,0m0.011s,15
1038,ferret,simmedium,gcc-tbb,1,0m0.747s,0m1.178s,0m0.042s,15
1039,ferret,simlarge,gcc-tbb,1,0m3.008s,0m6.007s,0m0.102s,15
1040,ferret,native,gcc-tbb,1,4m44.318,6m13.239,0m0.886s,15
1041,ferret,simdev,gcc-tbb,1,0m0.021s,0m0.027s,0m0.006s,16
1042,ferret,simsmall,gcc-tbb,1,0m0.258s,0m0.339s,0m0.009s,16
1043,ferret,simmedium,gcc-tbb,1,0m0.739s,0m1.191s,0m0.028s,16
1044,ferret,simlarge,gcc-tbb,1,0m2.979s,0m6.434s,0m0.076s,16
1045,ferret,native,gcc-tbb,1,4m47.673,6m28.938,0m0.778s,16
1046,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.030s,0m0.004s,17
1047,ferret,simsmall,gcc-tbb,1,0m0.258s,0m0.334s,0m0.017s,17
1048,ferret,simmedium,gcc-tbb,1,0m0.755s,0m1.200s,0m0.036s,17
1049,ferret,simlarge,gcc-tbb,1,0m2.896s,0m5.761s,0m0.098s,17
1050,ferret,native,gcc-tbb,1,4m56.097,6m23.748,0m0.890s,17
1051,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.029s,0m0.005s,18
1052,ferret,simsmall,gcc-tbb,1,0m0.267s,0m0.350s,0m0.016s,18
1053,ferret,simmedium,gcc-tbb,1,0m0.757s,0m1.212s,0m0.038s,18
1054,ferret,simlarge,gcc-tbb,1,0m2.980s,0m6.057s,0m0.107s,18
1055,ferret,native,gcc-tbb,1,4m43.894,6m14.140,0m0.847s,18
1056,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.028s,0m0.005s,19
1057,ferret,simsmall,gcc-tbb,1,0m0.277s,0m0.359s,0m0.015s,19
1058,ferret,simmedium,gcc-tbb,1,0m0.772s,0m1.265s,0m0.033s,19
1059,ferret,simlarge,gcc-tbb,1,0m3.031s,0m6.158s,0m0.099s,19
1060,ferret,native,gcc-tbb,1,4m51.086,6m21.445,0m0.834s,19
1061,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.029s,0m0.004s,20
1062,ferret,simsmall,gcc-tbb,1,0m0.331s,0m0.419s,0m0.012s,20
1063,ferret,simmedium,gcc-tbb,1,0m0.729s,0m1.151s,0m0.040s,20
1064,ferret,simlarge,gcc-tbb,1,0m3.037s,0m6.109s,0m0.124s,20
1065,ferret,native,gcc-tbb,1,4m46.414,6m12.321,0m0.799s,20
1066,ferret,simdev,gcc-tbb,1,0m0.021s,0m0.028s,0m0.005s,21
1067,ferret,simsmall,gcc-tbb,1,0m0.260s,0m0.339s,0m0.012s,21
1068,ferret,simmedium,gcc-tbb,1,0m0.747s,0m1.224s,0m0.026s,21
1069,ferret,simlarge,gcc-tbb,1,0m2.926s,0m5.852s,0m0.083s,21
1070,ferret,native,gcc-tbb,1,4m41.527,6m15.616,0m0.895s,21
1071,ferret,simdev,gcc-tbb,1,0m0.023s,0m0.026s,0m0.009s,22
1072,ferret,simsmall,gcc-tbb,1,0m0.256s,0m0.331s,0m0.015s,22
1073,ferret,simmedium,gcc-tbb,1,0m0.789s,0m1.307s,0m0.031s,22
1074,ferret,simlarge,gcc-tbb,1,0m3.008s,0m5.990s,0m0.102s,22
1075,ferret,native,gcc-tbb,1,4m50.708,6m19.902,0m0.912s,22
1076,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.030s,0m0.003s,23
1077,ferret,simsmall,gcc-tbb,1,0m0.266s,0m0.336s,0m0.023s,23
1078,ferret,simmedium,gcc-tbb,1,0m0.724s,0m1.174s,0m0.039s,23
1079,ferret,simlarge,gcc-tbb,1,0m2.941s,0m6.352s,0m0.091s,23
1080,ferret,native,gcc-tbb,1,4m52.027,6m25.738,0m0.956s,23
1081,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.029s,0m0.004s,24
1082,ferret,simsmall,gcc-tbb,1,0m0.262s,0m0.347s,0m0.010s,24
1083,ferret,simmedium,gcc-tbb,1,0m0.729s,0m1.183s,0m0.030s,24
1084,ferret,simlarge,gcc-tbb,1,0m3.067s,0m6.406s,0m0.085s,24
1085,ferret,native,gcc-tbb,1,4m44.993,6m17.904,0m0.877s,24
1086,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.026s,0m0.007s,25
1087,ferret,simsmall,gcc-tbb,1,0m0.259s,0m0.337s,0m0.012s,25
1088,ferret,simmedium,gcc-tbb,1,0m0.734s,0m1.208s,0m0.038s,25
1089,ferret,simlarge,gcc-tbb,1,0m2.928s,0m5.751s,0m0.118s,25
1090,ferret,native,gcc-tbb,1,4m56.108,6m27.321,0m0.839s,25
1091,ferret,simdev,gcc-tbb,1,0m0.021s,0m0.029s,0m0.002s,26
1092,ferret,simsmall,gcc-tbb,1,0m0.265s,0m0.345s,0m0.015s,26
1093,ferret,simmedium,gcc-tbb,1,0m0.754s,0m1.176s,0m0.039s,26
1094,ferret,simlarge,gcc-tbb,1,0m2.965s,0m6.323s,0m0.093s,26
1095,ferret,native,gcc-tbb,1,4m51.772,6m23.112,0m0.861s,26
1096,ferret,simdev,gcc-tbb,1,0m0.021s,0m0.029s,0m0.005s,27
1097,ferret,simsmall,gcc-tbb,1,0m0.262s,0m0.345s,0m0.014s,27
1098,ferret,simmedium,gcc-tbb,1,0m0.753s,0m1.219s,0m0.032s,27
1099,ferret,simlarge,gcc-tbb,1,0m3.081s,0m6.734s,0m0.106s,27
1100,ferret,native,gcc-tbb,1,4m51.496,6m17.653,0m0.932s,27
1101,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.026s,0m0.006s,28
1102,ferret,simsmall,gcc-tbb,1,0m0.263s,0m0.343s,0m0.017s,28
1103,ferret,simmedium,gcc-tbb,1,0m0.758s,0m1.192s,0m0.032s,28
1104,ferret,simlarge,gcc-tbb,1,0m2.842s,0m5.759s,0m0.096s,28
1105,ferret,native,gcc-tbb,1,4m57.472,6m30.118,0m0.830s,28
1106,ferret,simdev,gcc-tbb,1,0m0.021s,0m0.026s,0m0.006s,29
1107,ferret,simsmall,gcc-tbb,1,0m0.271s,0m0.345s,0m0.017s,29
1108,ferret,simmedium,gcc-tbb,1,0m0.761s,0m1.210s,0m0.033s,29
1109,ferret,simlarge,gcc-tbb,1,0m2.947s,0m6.090s,0m0.088s,29
1110,ferret,native,gcc-tbb,1,4m43.420,6m13.379,0m0.848s,29
1111,ferret,simdev,gcc-tbb,1,0m0.021s,0m0.028s,0m0.004s,30
1112,ferret,simsmall,gcc-tbb,1,0m0.274s,0m0.361s,0m0.012s,30
1113,ferret,simmedium,gcc-tbb,1,0m0.772s,0m1.260s,0m0.028s,30
1114,ferret,simlarge,gcc-tbb,1,0m2.891s,0m6.051s,0m0.103s,30
1115,ferret,native,gcc-tbb,1,4m41.771,6m23.033,0m0.830s,30
1116,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.028s,0m0.005s,31
1117,ferret,simsmall,gcc-tbb,1,0m0.281s,0m0.357s,0m0.013s,31
1118,ferret,simmedium,gcc-tbb,1,0m0.759s,0m1.217s,0m0.037s,31
1119,ferret,simlarge,gcc-tbb,1,0m3.063s,0m6.304s,0m0.094s,31
1120,ferret,native,gcc-tbb,1,4m44.481,6m9.871s,0m0.829s,31
1121,ferret,simdev,gcc-tbb,1,0m0.022s,0m0.031s,0m0.003s,32
1122,ferret,simsmall,gcc-tbb,1,0m0.253s,0m0.332s,0m0.013s,32
1123,ferret,simmedium,gcc-tbb,1,0m0.728s,0m1.204s,0m0.038s,32
1124,ferret,simlarge,gcc-tbb,1,0m2.891s,0m5.878s,0m0.105s,32
1125,ferret,native,gcc-tbb,1,4m44.695,6m16.473,0m0.789s,32
1126,ferret,simdev,gcc-tbb,2,0m0.056s,0m0.027s,0m0.005s,1
1127,ferret,simsmall,gcc-tbb,2,0m0.384s,0m0.330s,0m0.016s,1
1128,ferret,simmedium,gcc-tbb,2,0m1.345s,0m1.273s,0m0.034s,1
1129,ferret,simlarge,gcc-tbb,2,0m6.888s,0m6.586s,0m0.105s,1
1130,ferret,native,gcc-tbb,2,6m43.979,6m34.475,0m1.065s,1
1131,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.030s,0m0.004s,2
1132,ferret,simsmall,gcc-tbb,2,0m0.261s,0m0.327s,0m0.014s,2
1133,ferret,simmedium,gcc-tbb,2,0m0.906s,0m1.318s,0m0.034s,2
1134,ferret,simlarge,gcc-tbb,2,0m3.720s,0m6.610s,0m0.094s,2
1135,ferret,native,gcc-tbb,2,4m47.622,6m15.425,0m0.973s,2
1136,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.028s,0m0.006s,3
1137,ferret,simsmall,gcc-tbb,2,0m0.266s,0m0.346s,0m0.013s,3
1138,ferret,simmedium,gcc-tbb,2,0m0.790s,0m1.283s,0m0.038s,3
1139,ferret,simlarge,gcc-tbb,2,0m3.168s,0m6.510s,0m0.092s,3
1140,ferret,native,gcc-tbb,2,4m52.219,6m27.421,0m1.022s,3
1141,ferret,simdev,gcc-tbb,2,0m0.023s,0m0.029s,0m0.006s,4
1142,ferret,simsmall,gcc-tbb,2,0m0.284s,0m0.366s,0m0.016s,4
1143,ferret,simmedium,gcc-tbb,2,0m0.808s,0m1.291s,0m0.031s,4
1144,ferret,simlarge,gcc-tbb,2,0m3.416s,0m6.650s,0m0.093s,4
1145,ferret,native,gcc-tbb,2,5m4.051s,6m36.909,0m0.927s,4
1146,ferret,simdev,gcc-tbb,2,0m0.024s,0m0.030s,0m0.005s,5
1147,ferret,simsmall,gcc-tbb,2,0m0.263s,0m0.344s,0m0.009s,5
1148,ferret,simmedium,gcc-tbb,2,0m0.843s,0m1.338s,0m0.055s,5
1149,ferret,simlarge,gcc-tbb,2,0m3.146s,0m6.516s,0m0.094s,5
1150,ferret,native,gcc-tbb,2,5m1.435s,6m34.291,0m0.907s,5
1151,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.029s,0m0.004s,6
1152,ferret,simsmall,gcc-tbb,2,0m0.255s,0m0.337s,0m0.009s,6
1153,ferret,simmedium,gcc-tbb,2,0m0.797s,0m1.236s,0m0.046s,6
1154,ferret,simlarge,gcc-tbb,2,0m3.040s,0m6.273s,0m0.089s,6
1155,ferret,native,gcc-tbb,2,4m50.150,6m27.684,0m0.912s,6
1156,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.030s,0m0.004s,7
1157,ferret,simsmall,gcc-tbb,2,0m0.288s,0m0.371s,0m0.017s,7
1158,ferret,simmedium,gcc-tbb,2,0m0.735s,0m1.214s,0m0.027s,7
1159,ferret,simlarge,gcc-tbb,2,0m3.262s,0m6.744s,0m0.083s,7
1160,ferret,native,gcc-tbb,2,4m49.491,6m19.600,0m0.880s,7
1161,ferret,simdev,gcc-tbb,2,0m0.023s,0m0.026s,0m0.008s,8
1162,ferret,simsmall,gcc-tbb,2,0m0.272s,0m0.355s,0m0.013s,8
1163,ferret,simmedium,gcc-tbb,2,0m0.731s,0m1.177s,0m0.029s,8
1164,ferret,simlarge,gcc-tbb,2,0m3.229s,0m6.733s,0m0.110s,8
1165,ferret,native,gcc-tbb,2,4m49.392,6m17.792,0m0.900s,8
1166,ferret,simdev,gcc-tbb,2,0m0.023s,0m0.030s,0m0.005s,9
1167,ferret,simsmall,gcc-tbb,2,0m0.313s,0m0.393s,0m0.020s,9
1168,ferret,simmedium,gcc-tbb,2,0m0.797s,0m1.282s,0m0.033s,9
1169,ferret,simlarge,gcc-tbb,2,0m3.156s,0m6.643s,0m0.104s,9
1170,ferret,native,gcc-tbb,2,4m49.905,6m21.485,0m0.901s,9
1171,ferret,simdev,gcc-tbb,2,0m0.021s,0m0.030s,0m0.004s,10
1172,ferret,simsmall,gcc-tbb,2,0m0.282s,0m0.363s,0m0.013s,10
1173,ferret,simmedium,gcc-tbb,2,0m0.767s,0m1.240s,0m0.035s,10
1174,ferret,simlarge,gcc-tbb,2,0m3.215s,0m6.553s,0m0.098s,10
1175,ferret,native,gcc-tbb,2,2m43.784,3m34.072,0m0.684s,10
1176,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.029s,0m0.004s,11
1177,ferret,simsmall,gcc-tbb,2,0m0.274s,0m0.362s,0m0.015s,11
1178,ferret,simmedium,gcc-tbb,2,0m0.824s,0m1.321s,0m0.036s,11
1179,ferret,simlarge,gcc-tbb,2,0m3.168s,0m6.574s,0m0.109s,11
1180,ferret,native,gcc-tbb,2,4m59.837,6m37.270,0m0.905s,11
1181,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.031s,0m0.002s,12
1182,ferret,simsmall,gcc-tbb,2,0m0.278s,0m0.359s,0m0.016s,12
1183,ferret,simmedium,gcc-tbb,2,0m0.839s,0m1.340s,0m0.037s,12
1184,ferret,simlarge,gcc-tbb,2,0m3.338s,0m6.839s,0m0.091s,12
1185,ferret,native,gcc-tbb,2,4m59.320,6m35.141,0m0.962s,12
1186,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.028s,0m0.007s,13
1187,ferret,simsmall,gcc-tbb,2,0m0.254s,0m0.324s,0m0.018s,13
1188,ferret,simmedium,gcc-tbb,2,0m0.757s,0m1.268s,0m0.038s,13
1189,ferret,simlarge,gcc-tbb,2,0m3.138s,0m6.723s,0m0.080s,13
1190,ferret,native,gcc-tbb,2,4m50.010,6m22.759,0m0.879s,13
1191,ferret,simdev,gcc-tbb,2,0m0.024s,0m0.031s,0m0.007s,14
1192,ferret,simsmall,gcc-tbb,2,0m0.268s,0m0.347s,0m0.015s,14
1193,ferret,simmedium,gcc-tbb,2,0m0.753s,0m1.217s,0m0.027s,14
1194,ferret,simlarge,gcc-tbb,2,0m3.077s,0m6.185s,0m0.112s,14
1195,ferret,native,gcc-tbb,2,4m52.306,6m27.217,0m0.925s,14
1196,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.028s,0m0.005s,15
1197,ferret,simsmall,gcc-tbb,2,0m0.275s,0m0.362s,0m0.011s,15
1198,ferret,simmedium,gcc-tbb,2,0m0.800s,0m1.283s,0m0.032s,15
1199,ferret,simlarge,gcc-tbb,2,0m3.095s,0m6.392s,0m0.098s,15
1200,ferret,native,gcc-tbb,2,2m35.258,3m19.725,0m0.648s,15
1201,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.026s,0m0.006s,16
1202,ferret,simsmall,gcc-tbb,2,0m0.262s,0m0.349s,0m0.007s,16
1203,ferret,simmedium,gcc-tbb,2,0m0.756s,0m1.247s,0m0.037s,16
1204,ferret,simlarge,gcc-tbb,2,0m3.034s,0m6.178s,0m0.093s,16
1205,ferret,native,gcc-tbb,2,4m44.860,6m11.845,0m0.821s,16
1206,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.029s,0m0.004s,17
1207,ferret,simsmall,gcc-tbb,2,0m0.287s,0m0.374s,0m0.015s,17
1208,ferret,simmedium,gcc-tbb,2,0m0.832s,0m1.363s,0m0.034s,17
1209,ferret,simlarge,gcc-tbb,2,0m3.419s,0m6.982s,0m0.106s,17
1210,ferret,native,gcc-tbb,2,4m43.743,6m9.175s,0m0.960s,17
1211,ferret,simdev,gcc-tbb,2,0m0.021s,0m0.028s,0m0.005s,18
1212,ferret,simsmall,gcc-tbb,2,0m0.255s,0m0.337s,0m0.009s,18
1213,ferret,simmedium,gcc-tbb,2,0m0.785s,0m1.268s,0m0.028s,18
1214,ferret,simlarge,gcc-tbb,2,0m3.122s,0m6.508s,0m0.097s,18
1215,ferret,native,gcc-tbb,2,4m53.225,6m19.112,0m0.850s,18
1216,ferret,simdev,gcc-tbb,2,0m0.021s,0m0.028s,0m0.004s,19
1217,ferret,simsmall,gcc-tbb,2,0m0.253s,0m0.331s,0m0.013s,19
1218,ferret,simmedium,gcc-tbb,2,0m0.768s,0m1.222s,0m0.028s,19
1219,ferret,simlarge,gcc-tbb,2,0m3.112s,0m6.979s,0m0.074s,19
1220,ferret,native,gcc-tbb,2,4m40.522,6m14.050,0m0.877s,19
1221,ferret,simdev,gcc-tbb,2,0m0.021s,0m0.029s,0m0.005s,20
1222,ferret,simsmall,gcc-tbb,2,0m0.264s,0m0.348s,0m0.011s,20
1223,ferret,simmedium,gcc-tbb,2,0m0.782s,0m1.233s,0m0.028s,20
1224,ferret,simlarge,gcc-tbb,2,0m3.104s,0m6.418s,0m0.096s,20
1225,ferret,native,gcc-tbb,2,4m52.221,6m18.234,0m0.819s,20
1226,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.027s,0m0.006s,21
1227,ferret,simsmall,gcc-tbb,2,0m0.251s,0m0.323s,0m0.016s,21
1228,ferret,simmedium,gcc-tbb,2,0m0.747s,0m1.241s,0m0.037s,21
1229,ferret,simlarge,gcc-tbb,2,0m3.116s,0m6.383s,0m0.086s,21
1230,ferret,native,gcc-tbb,2,4m45.225,6m20.006,0m0.897s,21
1231,ferret,simdev,gcc-tbb,2,0m0.021s,0m0.027s,0m0.005s,22
1232,ferret,simsmall,gcc-tbb,2,0m0.253s,0m0.329s,0m0.016s,22
1233,ferret,simmedium,gcc-tbb,2,0m0.778s,0m1.278s,0m0.040s,22
1234,ferret,simlarge,gcc-tbb,2,0m3.098s,0m6.323s,0m0.105s,22
1235,ferret,native,gcc-tbb,2,4m59.219,6m28.735,0m0.861s,22
1236,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.030s,0m0.004s,23
1237,ferret,simsmall,gcc-tbb,2,0m0.274s,0m0.352s,0m0.014s,23
1238,ferret,simmedium,gcc-tbb,2,0m0.772s,0m1.265s,0m0.031s,23
1239,ferret,simlarge,gcc-tbb,2,0m3.198s,0m6.575s,0m0.084s,23
1240,ferret,native,gcc-tbb,2,4m44.383,6m16.636,0m0.899s,23
1241,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.030s,0m0.005s,24
1242,ferret,simsmall,gcc-tbb,2,0m0.258s,0m0.332s,0m0.018s,24
1243,ferret,simmedium,gcc-tbb,2,0m0.749s,0m1.211s,0m0.034s,24
1244,ferret,simlarge,gcc-tbb,2,0m2.901s,0m5.974s,0m0.086s,24
1245,ferret,native,gcc-tbb,2,4m50.669,6m20.277,0m0.867s,24
1246,ferret,simdev,gcc-tbb,2,0m0.023s,0m0.027s,0m0.008s,25
1247,ferret,simsmall,gcc-tbb,2,0m0.255s,0m0.337s,0m0.009s,25
1248,ferret,simmedium,gcc-tbb,2,0m0.723s,0m1.179s,0m0.026s,25
1249,ferret,simlarge,gcc-tbb,2,0m3.059s,0m6.299s,0m0.095s,25
1250,ferret,native,gcc-tbb,2,4m42.750,6m17.569,0m0.920s,25
1251,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.027s,0m0.005s,26
1252,ferret,simsmall,gcc-tbb,2,0m0.281s,0m0.360s,0m0.014s,26
1253,ferret,simmedium,gcc-tbb,2,0m0.754s,0m1.221s,0m0.033s,26
1254,ferret,simlarge,gcc-tbb,2,0m2.882s,0m5.774s,0m0.100s,26
1255,ferret,native,gcc-tbb,2,4m47.251,6m16.965,0m0.883s,26
1256,ferret,simdev,gcc-tbb,2,0m0.023s,0m0.029s,0m0.005s,27
1257,ferret,simsmall,gcc-tbb,2,0m0.267s,0m0.350s,0m0.013s,27
1258,ferret,simmedium,gcc-tbb,2,0m0.753s,0m1.190s,0m0.036s,27
1259,ferret,simlarge,gcc-tbb,2,0m2.985s,0m6.211s,0m0.093s,27
1260,ferret,native,gcc-tbb,2,4m48.644,6m17.344,0m0.951s,27
1261,ferret,simdev,gcc-tbb,2,0m0.023s,0m0.032s,0m0.003s,28
1262,ferret,simsmall,gcc-tbb,2,0m0.259s,0m0.341s,0m0.013s,28
1263,ferret,simmedium,gcc-tbb,2,0m0.765s,0m1.204s,0m0.031s,28
1264,ferret,simlarge,gcc-tbb,2,0m2.912s,0m5.934s,0m0.080s,28
1265,ferret,native,gcc-tbb,2,4m42.494,6m20.328,0m0.861s,28
1266,ferret,simdev,gcc-tbb,2,0m0.023s,0m0.029s,0m0.004s,29
1267,ferret,simsmall,gcc-tbb,2,0m0.260s,0m0.342s,0m0.011s,29
1268,ferret,simmedium,gcc-tbb,2,0m0.773s,0m1.229s,0m0.030s,29
1269,ferret,simlarge,gcc-tbb,2,0m2.939s,0m6.180s,0m0.098s,29
1270,ferret,native,gcc-tbb,2,4m47.512,6m15.953,0m0.854s,29
1271,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.030s,0m0.003s,30
1272,ferret,simsmall,gcc-tbb,2,0m0.277s,0m0.358s,0m0.018s,30
1273,ferret,simmedium,gcc-tbb,2,0m0.795s,0m1.324s,0m0.040s,30
1274,ferret,simlarge,gcc-tbb,2,0m2.906s,0m6.110s,0m0.085s,30
1275,ferret,native,gcc-tbb,2,4m50.820,6m17.630,0m0.882s,30
1276,ferret,simdev,gcc-tbb,2,0m0.021s,0m0.028s,0m0.004s,31
1277,ferret,simsmall,gcc-tbb,2,0m0.270s,0m0.360s,0m0.016s,31
1278,ferret,simmedium,gcc-tbb,2,0m0.748s,0m1.170s,0m0.040s,31
1279,ferret,simlarge,gcc-tbb,2,0m3.081s,0m6.206s,0m0.087s,31
1280,ferret,native,gcc-tbb,2,4m48.531,6m18.844,0m0.886s,31
1281,ferret,simdev,gcc-tbb,2,0m0.022s,0m0.030s,0m0.003s,32
1282,ferret,simsmall,gcc-tbb,2,0m0.271s,0m0.357s,0m0.014s,32
1283,ferret,simmedium,gcc-tbb,2,0m0.734s,0m1.171s,0m0.037s,32
1284,ferret,simlarge,gcc-tbb,2,0m3.018s,0m6.061s,0m0.082s,32
1285,ferret,native,gcc-tbb,2,4m41.487,6m15.381,0m0.840s,32
1286,ferret,simdev,gcc-tbb,4,0m0.021s,0m0.028s,0m0.005s,1
1287,ferret,simsmall,gcc-tbb,4,0m0.413s,0m0.370s,0m0.012s,1
1288,ferret,simmedium,gcc-tbb,4,0m1.427s,0m1.343s,0m0.038s,1
1289,ferret,simlarge,gcc-tbb,4,0m7.399s,0m6.963s,0m0.079s,1
1290,ferret,native,gcc-tbb,4,6m32.711,6m21.935,0m1.013s,1
1291,ferret,simdev,gcc-tbb,4,0m0.024s,0m0.028s,0m0.007s,2
